obeti_usmr	obeti_lehc	obeti_tezc	prejezd_id
0	0	0	P268
0	0	0	P2236
0	0	0	P2229
0	0	0	P19
0	0	0	P19
0	0	0	P270
0	0	0	P847
0	0	0	P270
0	0	1	P265
0	0	1	P265
0	0	0	P5754
0	0	0	P1140
0	1	0	P1125
0	0	0	P6095
0	0	0	P1125
0	1	0	P1128
0	1	0	P5580
0	1	0	P5577
0	0	0	P6095
2	1	1	P1638
0	0	0	P1589
1	0	0	P5561
0	0	0	P5563
0	0	0	P1584
0	0	0	P6132
0	1	0	P1583
0	0	0	P1587
0	1	0	P448
0	1	1	P5618
0	0	0	P6163
0	0	0	P6443
0	0	0	P5607
0	0	0	P5615
0	0	0	P5603
0	0	0	P5592
0	1	0	P5621
0	1	0	P5603
0	1	0	P5599
0	0	0	P5603
0	0	0	P6443
0	1	0	P6158
0	0	0	P5588
1	0	1	P6289
0	0	0	P1150
0	0	0	P6281
0	0	0	P6283
3	0	0	P488
0	0	0	P1150
0	0	0	P484
0	1	0	P6283
0	0	0	P1456
0	1	0	P1657
0	0	0	P1493
0	0	0	P1660
0	0	0	P1558
0	0	0	P1166
0	0	0	P1397
0	0	0	P1356
0	0	0	P1347
0	0	0	P5649
0	0	0	P6318
0	0	0	P5650
0	0	0	P5641
0	0	0	P6248
0	1	0	P6405
0	0	0	P691
0	1	0	P717
0	0	0	P692
0	1	0	P695
0	0	0	P634
0	0	0	P344
0	0	0	P318
0	1	0	P349
0	0	0	P149
0	0	0	P83
0	0	0	P78
1	0	1	P1180
0	0	0	P1178
0	0	0	P1178
0	0	0	P902
0	0	0	P886
0	0	0	P870
0	0	0	P1191
1	0	0	P872
0	0	0	P609
2	0	0	P872
0	0	0	P880
0	0	0	P1243
1	1	0	P612
0	2	0	P448
0	0	0	P1227
0	0	0	P1208
0	0	0	P1232
0	0	0	P405
0	0	0	P299
0	0	0	P443
0	0	0	P755
0	0	0	P3253
0	0	0	P3369
0	1	0	P2996
0	0	0	P3454
0	0	0	P3278
0	0	0	P3480
0	0	0	P2604
0	0	0	P2637
1	0	0	P3540
0	0	0	P3268
0	0	0	P2992
0	0	0	P3278
0	0	0	P2634
0	0	0	P3476
0	0	0	P3560
0	0	0	P1972
0	1	0	P1963
0	0	1	P1995
0	0	0	P69
0	0	0	P3105
0	2	0	P3109
0	1	0	P3436
0	1	0	P3065
0	0	0	P2810
0	1	0	P3436
0	0	0	P3354
0	0	0	P2553
0	3	0	P2278
0	0	0	P2266
0	0	0	P3346
0	0	0	P2417
0	0	0	P2960
0	0	0	P2307
0	0	0	P2309
0	0	0	P2959
0	0	0	P2420
0	0	0	P3367
0	0	0	P2070
1	0	0	P3340
0	0	0	P2947
0	0	0	P2515
0	0	0	P2273
0	0	0	P2964
0	0	0	P2963
0	0	0	P2416
0	0	0	P2948
0	0	0	P3367
0	1	0	P2273
0	1	0	P1710
0	1	2	P2158
0	0	0	P2154
0	0	0	P2158
1	0	1	P1724
0	0	0	P2299
0	0	0	P55
0	0	0	P2158
0	0	0	P2348
0	0	0	P1725
0	0	0	P62
0	0	0	P1724
0	0	0	P1987
0	0	0	P1987
0	0	0	P2169
0	0	0	P2166
0	0	0	P2091
0	0	0	P2094
0	0	0	P1946
0	0	0	P2059
0	0	0	P2093
0	0	1	P2096
0	0	0	P2425
0	0	0	P2977
0	0	0	P2426
0	0	0	P2965
0	2	1	P2978
0	0	0	P2076
0	1	0	P2968
0	0	0	P2426
0	0	1	P2080
0	0	0	P2077
0	1	0	P2965
0	0	0	P4710
0	0	0	P2723
0	0	0	P4443
0	0	0	P5221
0	0	0	P4016
0	0	0	P4450
0	2	0	P5387
0	0	0	P3991
0	0	0	P5429
1	0	0	P4019
0	0	0	P3997
0	2	0	P5212
0	0	0	P5372
0	0	0	P5372
0	0	0	P5389
1	0	0	P4017
0	0	0	P5222
2	0	0	P5337
0	2	0	P5045
0	1	0	P5329
0	0	0	P3761
0	0	0	P3163
0	0	0	P4676
0	0	0	P4675
0	0	0	P4676
0	0	0	P4675
0	0	0	P4698
0	0	0	P5410
0	0	0	P3134
0	0	0	P4698
0	0	0	P4472
0	1	0	P4675
0	0	0	P3288
0	0	0	P3131
0	0	0	P5122
0	0	0	P5117
0	0	0	P4853
0	0	0	P5122
0	0	0	P5099
0	0	0	P5362
0	0	1	P5026
0	0	0	P4915
0	0	0	P4118
0	0	0	P4109
0	0	0	P5087
1	0	0	P4034
0	0	0	P4024
0	0	0	P4044
0	1	0	P4141
0	1	0	P6895
0	0	0	P6827
0	0	0	P6827
0	0	0	P4812
0	0	0	P4513
0	0	0	P4561
0	0	0	P4798
0	0	0	P4796
0	0	0	P4783
0	1	0	P4559
0	1	0	P5467
0	0	0	P5467
0	0	0	P4789
0	1	0	P4530
0	0	0	P6519
0	0	0	P4161
0	0	0	P5167
0	0	0	P6519
1	0	0	P4077
0	0	0	P5161
0	0	0	P6953
0	0	0	P6801
0	0	0	P6805
0	0	0	P6801
0	0	0	P6978
0	0	0	P6805
0	0	0	P6810
0	0	0	P6808
0	0	0	P3942
2	0	0	P3945
0	1	1	P7007
0	0	1	P8262
0	1	0	P8246
0	0	0	P8251
0	0	0	P8164
0	1	0	P8242
0	1	0	P8251
0	0	0	P8043
0	0	0	P8221
0	0	0	P8158
0	1	0	P7161
0	1	0	P8136
0	0	0	P7169
0	1	0	P8158
0	0	0	P7178
0	0	0	P8158
0	0	0	P7176
0	0	0	P8148
0	0	0	P8153
0	0	0	P6476
0	0	0	P8175
0	0	0	P7322
0	0	0	P8175
0	0	0	P3646
0	0	0	P7955
1	0	0	P7951
0	0	0	P7927
0	0	0	P7926
0	0	0	P7924
0	3	1	P7912
0	0	0	P7189
0	1	0	P7118
0	0	0	P3937
0	0	0	P3630
0	0	0	P7011
1	0	0	P7301
0	0	0	P8071
0	1	0	P7426
0	1	0	P5261
0	0	0	P3698
0	0	0	P3692
0	0	0	P6351
0	1	0	P7687
0	1	0	P7681
0	0	1	P7665
0	0	0	P7757
0	0	0	P7555
0	5	0	P7559
0	1	0	P8310
0	0	1	P7469
0	0	1	P7408
0	0	0	P7381
0	2	0	P8304
0	0	0	P8306
0	0	0	P7367
0	3	0	P7405
0	0	0	P8310
0	1	0	P8307
0	0	0	P8320
0	0	0	P6510
0	0	0	P6510
0	0	0	P8290
0	0	0	P8290
0	0	0	P6533
0	0	0	P6510
0	0	0	P6510
0	0	0	P8343
0	0	0	P8287
0	0	0	P8343
0	0	0	P6535
0	0	0	P8290
0	0	0	P6497
0	0	0	P6501
0	0	0	P7352
0	0	0	P6501
0	0	0	P6497
0	0	0	P6501
0	0	0	P6501
0	1	0	P6708
0	0	0	P7482
0	0	0	P6709
0	0	0	P4207
0	0	0	P7595
0	1	0	P7528
0	0	0	P6680
0	1	0	P7599
0	0	0	P7808
0	1	0	P7881
0	0	1	P7885
0	0	0	P7812
0	0	1	P7814
0	0	1	P7743
0	0	0	P7818
0	0	0	P7850
0	1	0	P7741
0	3	0	P7875
0	0	0	P7769
0	0	0	P7738
0	0	0	P7850
0	0	0	P7822
0	0	0	P6508
0	0	0	P6508
1	0	0	P7726
0	0	0	P7215
0	0	0	P6494
0	0	0	P7204
0	0	0	P4266
0	0	0	P4148
0	0	0	P4246
0	0	0	P6577
1	1	1	P4202
1	0	1	P4203
0	2	0	P7611
0	0	0	P7612
0	0	0	P6520
0	0	1	P7522
0	0	0	P7531
0	0	0	P7633
0	0	0	P7531
0	0	0	P7611
1	0	4	P7541
0	0	0	P6663
0	1	1	P7611
0	0	0	P7614
0	0	0	P4220
0	0	0	P7542
0	1	0	P7599
0	0	0	P6661
0	0	0	P7529
0	0	0	P4216
0	0	0	P4225
0	1	0	P7204
0	0	0	P7203
0	0	0	P6494
0	0	0	P4250
0	0	0	P4247
0	1	0	P4233
0	0	0	P6648
0	0	1	P6653
1	0	0	P4251
0	0	0	P6541
0	1	0	P6573
0	0	0	P6551
0	0	0	P8236
0	0	0	P8043
0	1	0	P8227
0	0	0	P8240
0	1	1	P8244
0	1	0	P8224
0	1	0	P8235
0	0	0	P8169
0	2	1	P8251
0	0	0	P8171
0	0	0	P7309
1	0	0	P8162
0	0	0	P7949
0	0	0	P8162
0	0	0	P7420
2	0	1	P7298
0	0	0	P8115
0	0	0	P8074
0	2	0	P7420
0	0	0	P7426
0	0	1	P7418
1	1	0	P7420
0	4	0	P7426
1	0	3	P7410
0	0	0	P6417
0	2	0	P6433
0	0	0	P6415
0	0	0	P5557
0	0	0	P6415
0	0	0	P3651
1	1	0	P3646
0	1	1	P3658
0	0	0	P3836
1	0	1	P3902
0	0	0	P3836
0	0	0	P3637
0	0	0	P3836
0	1	0	P7020
0	0	0	P7057
1	0	0	P7011
0	0	0	P3916
0	0	0	P5263
0	0	0	P5874
0	0	0	P5279
0	1	0	P2851
0	0	0	P6353
0	0	0	P5303
0	1	0	P5328
0	0	0	P5295
0	0	0	P6927
0	0	0	P6910
1	1	0	P3762
0	1	0	P6931
0	0	0	P3762
0	0	0	P6913
0	0	0	P5054
0	0	0	P5351
0	0	0	P6826
0	0	0	P6829
0	0	0	P6828
0	0	0	P6834
0	0	0	P5189
1	0	0	P4867
0	0	0	P5161
0	0	0	P4058
0	1	0	P4070
0	0	0	P5162
1	0	1	P4170
0	0	0	P4058
0	1	0	P4168
0	0	0	P4077
0	0	0	P3385
0	0	0	P2641
0	1	0	P3442
0	0	0	P2642
0	0	2	P3395
0	0	0	P3247
0	0	0	P2643
0	0	0	P5518
0	0	0	P5535
2	0	0	P3105
0	0	0	P5535
0	0	0	P5520
0	0	0	P5493
0	0	0	P2852
0	0	0	P2813
0	0	0	P2823
0	0	0	P2891
0	0	0	P3109
0	0	0	P5499
0	1	0	P5516
1	0	0	P2808
0	0	0	P3436
0	1	0	P3065
0	0	0	P2815
0	0	0	P3110
0	0	0	P5508
0	0	0	P4778
0	0	0	P3083
0	0	0	P5492
0	0	0	P3182
0	0	0	P4501
0	0	0	P3170
0	0	0	P331
0	0	0	P96
0	0	0	P305
0	0	0	P394
0	0	0	P78
0	1	1	P86
0	0	0	P260
0	0	0	P85
0	0	0	P155
0	0	1	P171
0	0	0	P140
0	1	0	P405
0	0	0	P137
0	0	0	P5729
0	0	0	P2222
0	0	0	P2658
0	0	0	P2224
0	0	0	P262
0	1	0	P2659
0	0	0	P262
0	0	0	P1
0	0	0	P5803
0	0	0	P6073
0	0	0	P5663
0	1	0	P277
0	1	0	P2203
0	0	0	P2319
0	0	0	P2319
0	0	0	P275
0	0	0	P592
0	0	0	P275
0	0	0	P279
0	0	0	P24
0	0	0	P2129
0	0	0	P2126
0	2	0	P5911
0	0	0	P5918
0	0	0	P4920
0	4	0	P5915
0	1	0	P5911
0	2	0	P5968
0	0	0	P3723
0	0	0	P3737
0	0	0	P2783
0	0	0	P2942
0	0	0	P2469
0	0	0	P2678
0	0	0	P3000
0	0	0	P2937
0	0	0	P2113
0	0	0	P2753
0	0	0	P2940
0	0	0	P2717
0	0	0	P2685
0	0	0	P2693
0	0	0	P4638
0	0	0	P4638
0	0	0	P4638
0	0	0	P4638
0	0	0	P3199
0	0	0	P2686
0	0	0	P2693
0	0	0	P4636
0	0	0	P3046
0	3	0	P3195
0	0	0	P2695
0	0	0	P2800
0	0	0	P3047
0	0	0	P4574
0	0	0	P521
0	0	0	P1313
0	0	0	P5735
0	0	0	P522
0	0	0	P5750
0	0	0	P5737
0	0	0	P1048
0	0	0	P40
0	0	0	P2335
0	0	0	P44
0	0	0	P44
0	0	0	P5719
0	0	0	P5671
0	0	0	P5671
0	0	0	P2726
0	0	0	P2726
0	0	0	P2725
0	0	0	P4933
0	0	0	P270
0	0	0	P18
0	0	0	P5754
2	0	0	P2229
0	0	0	P270
0	0	0	P5754
0	0	0	P5754
0	0	0	P2229
0	0	0	P265
0	0	0	P1527
0	0	0	P1539
0	0	0	P1126
0	3	0	P1540
0	1	1	P5580
1	0	0	P5579
1	0	0	P5581
0	1	0	P1566
0	0	1	P1563
0	0	0	P1564
0	0	0	P5563
0	0	0	P5563
0	1	0	P6163
0	0	0	P6161
0	0	0	P6164
0	0	0	P6151
0	0	0	P6254
0	1	0	P1148
0	2	0	P1149
0	0	0	P1648
0	0	0	P1492
0	0	0	P1034
0	0	0	P1367
0	0	0	P1419
0	0	0	P1397
0	1	0	P1345
0	0	1	P1173
0	0	0	P1345
0	0	0	P1398
0	0	0	P943
0	1	0	P1347
0	0	0	P6322
1	0	0	P6101
0	0	0	P633
0	0	0	P615
0	1	0	P623
0	0	0	P916
0	0	0	P850
0	0	0	P850
0	1	0	P1191
0	0	0	P881
0	0	0	P1679
0	0	0	P1681
0	1	0	P286
0	0	0	P287
0	0	0	P459
0	0	0	P3278
0	0	0	P3569
0	0	0	P2578
0	0	0	P3533
0	0	0	P2600
0	0	0	P2435
0	1	0	P3278
0	0	0	P1972
0	2	0	P1995
0	0	0	P69
0	0	0	P1994
0	0	0	P2948
0	1	0	P3340
0	1	0	P2278
0	1	0	P2309
0	0	1	P3367
0	0	0	P2950
0	0	0	P2948
0	0	0	P2957
0	0	0	P3350
0	0	0	P2542
0	1	1	P1714
0	0	0	P1917
0	0	0	P1923
0	0	0	P1924
0	0	2	P2158
0	1	1	P2357
0	0	0	P1724
0	0	0	P53
0	0	0	P1778
0	1	0	P1987
0	0	0	P2165
0	0	1	P2095
0	0	0	P2094
0	0	0	P2095
0	0	0	P2965
0	0	0	P2975
0	2	0	P2077
0	0	0	P2423
0	0	0	P2973
0	0	0	P3990
0	0	0	P4444
0	0	0	P4453
0	0	0	P3991
0	0	0	P5222
1	0	0	P5224
0	0	0	P5369
0	0	0	P4016
0	0	0	P5379
0	0	0	P4005
0	0	0	P3131
0	0	0	P3144
1	0	0	P5399
0	1	0	P5457
0	0	0	P5442
0	0	0	P5450
0	0	0	P5106
0	0	0	P5108
0	0	0	P5110
0	0	0	P4035
0	0	0	P4044
0	0	0	P4107
0	0	0	P4121
0	0	0	P4873
0	0	0	P4109
0	0	0	P4038
0	2	0	P4107
0	0	0	P4560
0	0	0	P6805
0	1	1	P6803
0	0	0	P6811
0	0	1	P3946
1	0	0	P7180
0	0	0	P7069
0	0	0	P7081
0	0	0	P3954
0	0	0	P7812
0	0	0	P8151
0	0	0	P7148
0	1	0	P7099
0	0	0	P7148
0	0	0	P8141
0	0	0	P7169
0	2	1	P8140
0	0	0	P7922
0	0	1	P7783
0	0	0	P7559
0	1	0	P7754
0	0	0	P7555
0	0	0	P7549
0	0	0	P7405
0	0	0	P8356
1	0	0	P7381
0	0	0	P6511
0	0	0	P8290
0	0	0	P8290
0	0	0	P8290
0	0	0	P7352
0	0	0	P6506
0	0	0	P6501
0	0	0	P7338
0	0	0	P6751
0	0	0	P7354
0	0	0	P6496
0	0	0	P7481
0	0	0	P6506
0	0	0	P7820
0	0	0	P7808
0	0	0	P7745
0	28	0	P7868
0	3	0	P7868
0	0	0	P7820
2	0	1	P7769
0	0	1	P7741
0	1	0	P7808
0	0	0	P7735
0	0	0	P7873
0	0	0	P7812
0	0	0	P7724
0	0	0	P4225
0	0	0	P7620
0	0	0	P7599
0	0	0	P7607
0	1	0	P7599
0	0	0	P6518
0	1	0	P7613
0	0	0	P6525
0	0	0	P8177
0	0	0	P6494
0	0	0	P7211
0	0	0	P6527
0	0	0	P6527
0	0	0	P6527
0	0	0	P4191
0	0	0	P4239
0	0	0	P6649
0	0	0	P4301
1	0	0	P7589
0	1	0	P6547
0	0	1	P7587
0	0	0	P6555
0	0	0	P6547
0	1	0	P8251
0	1	0	P8233
0	0	1	P8237
0	0	0	P8164
0	0	0	P8164
0	0	0	P8168
0	0	0	P8166
0	1	0	P8224
0	0	0	P8014
0	0	0	P8176
0	0	0	P7317
0	0	0	P7248
0	0	0	P8161
1	0	0	P7984
0	0	0	P8061
0	0	0	P8061
0	0	0	P7424
0	0	0	P8054
0	0	0	P8090
0	0	0	P6194
0	0	0	P3848
0	0	1	P3864
0	0	0	P7027
0	0	0	P7011
0	0	0	P7010
0	1	0	P5893
0	0	1	P5281
0	0	0	P3692
0	0	0	P5272
0	0	0	P3699
0	0	0	P3681
0	1	0	P6331
0	0	0	P6353
0	0	0	P6353
0	0	0	P6187
0	0	0	P5307
0	0	0	P5022
0	0	0	P6924
0	0	0	P4897
0	0	0	P3761
0	0	0	P5366
0	0	0	P4902
0	0	0	P4911
0	0	0	P4903
0	0	0	P4903
0	0	0	P4896
0	0	0	P6841
0	0	0	P6823
0	0	0	P6862
0	0	1	P6826
0	0	0	P6824
0	0	0	P6827
0	0	0	P6834
0	0	0	P6829
0	0	0	P4892
0	0	0	P4075
0	0	0	P4077
0	0	0	P4893
0	0	0	P6643
0	0	0	P4086
0	0	0	P4058
0	0	0	P5162
0	0	0	P4064
0	1	0	P4182
0	0	0	P2641
0	0	0	P3255
0	1	0	P3241
1	0	0	P3395
0	1	0	P3414
0	0	0	P3253
0	0	0	P3408
0	1	0	P2641
0	0	0	P3395
0	0	0	P5493
0	0	0	P5536
0	0	0	P3087
0	0	0	P5531
0	0	0	P5494
0	0	0	P3066
0	0	0	P2823
0	1	0	P3436
0	0	0	P3066
0	1	0	P3436
0	0	0	P2899
0	0	0	P4774
0	0	0	P4496
0	0	0	P100
0	0	0	P100
0	0	0	P100
0	2	0	P331
0	0	0	P177
0	0	0	P166
0	0	0	P78
0	0	0	P157
0	0	0	P155
1	0	0	P82
0	0	0	P86
0	0	0	P2199
0	1	0	P262
0	0	1	P12
0	0	0	P261
0	0	0	P262
0	1	0	P2655
0	0	0	P6024
0	0	0	P5663
0	1	0	P5798
0	0	0	P2315
0	0	0	P277
0	0	0	P22
0	0	0	P22
0	0	0	P4920
0	0	0	P5918
0	0	0	P3727
0	0	0	P4929
0	0	0	P5915
0	0	0	P5972
0	0	0	P3736
0	0	0	P3015
0	0	0	P2670
0	0	0	P3027
0	0	0	P2928
0	0	0	P2394
1	1	0	P2403
0	0	0	P2675
0	0	0	P2796
0	0	0	P2688
0	0	0	P4636
2	0	0	P2703
0	0	0	P4655
0	1	0	P2806
0	0	0	P3973
0	0	0	P2773
0	1	0	P2787
0	0	0	P3602
0	0	0	P3588
1	6	0	P522
0	0	0	P5733
0	0	0	P6078
0	0	0	P5745
0	0	0	P1309
0	0	0	P1309
0	0	0	P5771
0	0	0	P5671
0	0	0	P4933
0	1	0	P2739
0	0	0	P2726
0	0	0	P2726
0	0	0	P2397
0	0	0	P268
0	2	1	P5579
0	1	1	P1082
0	0	0	P1129
0	0	0	P1564
0	0	0	P1125
0	1	0	P5580
0	0	1	P6094
0	1	0	P1530
0	0	1	P6095
0	0	1	P1106
0	0	0	P6133
0	1	0	P5566
0	0	0	P6145
0	0	0	P6148
1	0	0	P5598
0	0	1	P6462
0	0	0	P6148
0	1	0	P6141
0	0	0	P6151
0	0	0	P486
0	0	0	P499
1	1	0	P1148
0	0	0	P485
1	0	0	P984
0	0	0	P984
0	1	0	P1173
0	0	0	P6248
0	0	0	P5637
0	0	0	P5637
0	1	0	P6300
0	0	0	P616
0	0	0	P616
0	0	0	P616
0	1	0	P695
0	1	0	P683
0	0	0	P1178
0	0	0	P604
0	1	0	P600
0	0	0	P1677
0	0	0	P1208
0	0	0	P1208
0	0	0	P3476
0	0	0	P2990
0	0	0	P1994
0	0	0	P2422
0	0	0	P2267
0	0	0	P2948
0	0	0	P3367
0	0	0	P66
0	9	1	P1714
0	0	0	P2154
0	0	0	P1722
0	0	0	P1931
0	0	1	P1697
0	1	0	P2355
0	1	0	P2357
0	0	0	P1947
0	0	0	P2086
0	0	0	P1947
0	0	0	P1936
0	0	0	P2975
0	1	0	P5387
0	0	0	P3991
0	0	0	P5389
0	0	0	P5387
0	0	0	P4017
0	0	0	P4700
2	0	0	P3126
2	0	0	P5398
0	0	0	P3151
0	0	0	P4675
0	2	0	P5402
0	3	0	P4684
0	1	0	P4622
0	0	0	P4468
0	0	0	P5399
0	0	0	P5228
0	0	0	P5110
0	0	0	P5091
0	0	0	P4853
0	0	0	P5450
0	0	0	P5122
0	0	0	P5087
0	1	0	P4792
0	0	0	P4553
0	0	0	P5231
0	0	0	P4561
0	0	0	P4534
0	0	0	P4790
0	0	1	P6803
0	0	0	P6797
0	0	0	P3821
0	1	0	P7904
0	0	0	P3950
0	0	0	P7104
0	5	0	P7140
0	0	0	P7096
0	0	0	P8151
0	1	0	P7090
0	0	0	P8152
0	0	0	P8345
0	0	0	P8158
0	0	0	P7935
0	1	0	P7160
0	0	0	P8157
0	0	1	P8139
0	0	0	P7189
0	0	0	P7922
0	0	0	P7909
0	1	0	P7118
0	0	0	P7128
0	0	0	P3937
0	0	0	P3927
0	0	1	P7746
0	0	0	P7748
0	0	0	P8306
0	0	0	P7476
0	0	0	P8280
0	1	0	P8343
0	0	0	P6517
0	0	0	P6514
0	0	0	P8343
0	0	0	P6501
0	0	0	P7335
0	0	0	P6703
0	0	0	P6496
0	2	0	P7741
0	0	0	P7741
0	1	0	P7812
0	0	0	P7890
0	0	0	P7868
0	0	1	P7822
0	2	0	P7526
0	0	0	P7520
0	0	0	P7519
0	0	0	P6661
0	0	0	P7611
0	0	0	P8392
0	0	0	P8177
0	1	0	P7219
0	0	0	P6655
0	0	1	P6655
0	1	0	P4245
0	1	0	P4257
0	1	0	P6648
0	0	0	P6651
0	0	0	P4404
0	0	0	P6550
0	0	0	P8232
0	0	0	P8013
0	0	1	P7272
0	0	0	P7261
0	0	0	P8159
0	0	0	P7333
0	0	0	P7333
0	0	0	P8055
0	0	0	P7290
0	0	0	P7290
0	0	0	P7420
0	0	0	P6409
1	17	2	P6417
0	0	0	P6211
0	0	0	P3674
0	0	0	P6211
0	0	0	P3858
0	1	0	P3648
0	1	0	P3640
0	0	0	P3858
0	1	0	P3663
0	0	0	P7020
0	0	0	P5269
0	0	0	P6340
0	0	0	P5317
0	0	0	P4897
0	0	0	P4913
0	0	0	P5065
0	0	0	P6597
0	1	0	P6943
0	1	0	P6943
0	0	0	P6835
0	0	0	P6827
0	1	0	P5209
0	0	0	P5167
0	0	0	P4889
0	0	0	P5195
0	0	1	P5157
0	0	2	P3240
0	0	0	P5551
0	0	0	P5557
0	0	0	P5545
0	1	0	P5536
0	0	0	P3435
0	0	0	P2832
0	0	0	P3066
0	0	0	P2909
0	1	0	P2842
0	1	0	P3066
0	1	0	P3065
0	0	0	P3437
0	0	0	P2847
0	0	0	P2853
0	0	0	P3426
0	1	0	P3110
0	0	0	P3099
0	0	0	P2850
0	0	0	P2723
0	0	0	P3073
0	0	0	P3075
1	0	1	P4753
0	1	0	P3092
0	1	1	P4761
0	0	0	P100
0	1	0	P333
0	0	0	P86
0	0	0	P173
0	1	0	P177
0	0	0	P80
0	0	0	P180
0	4	0	P155
0	0	0	P83
0	1	0	P82
0	2	0	P405
0	2	0	P5911
0	0	0	P5909
0	0	0	P5828
0	0	0	P2937
0	0	0	P2942
1	0	0	P2942
0	0	0	P2797
0	0	0	P2699
0	0	0	P4606
0	1	0	P2729
0	0	0	P2726
0	0	0	P4933
0	0	0	P1122
0	1	0	P1084
1	0	0	P1081
0	0	1	P1118
0	0	0	P1086
0	0	0	P1129
0	0	0	P1106
0	1	0	P1587
0	1	0	P6139
0	0	0	P6141
0	0	0	P6164
0	0	0	P1347
0	0	0	P717
0	0	0	P618
0	0	0	P1183
0	0	0	P612
0	0	0	P1251
0	0	0	P875
0	0	0	P286
0	1	0	P3514
0	0	0	P2542
0	0	1	P3365
0	0	0	P2307
0	0	0	P1945
0	0	0	P2079
0	0	0	P5222
0	0	0	P5091
1	0	0	P4112
0	0	0	P4023
0	0	0	P4044
0	0	0	P4553
0	0	0	P6804
0	0	0	P6808
0	0	0	P6953
0	0	0	P6795
0	0	0	P8143
0	1	0	P7176
0	0	0	P7565
0	0	0	P7555
0	0	0	P7451
0	1	0	P8343
0	0	0	P7885
0	1	0	P7881
0	0	0	P7614
0	0	0	P6532
0	0	0	P6527
0	0	0	P6526
0	0	0	P8392
0	0	0	P4247
0	0	0	P4191
0	0	0	P4253
0	0	0	P6547
0	0	0	P7584
0	0	0	P6541
0	0	0	P8164
0	1	0	P8253
0	0	0	P8159
0	0	0	P7992
0	0	0	P7290
0	0	0	P8076
0	0	0	P8058
0	1	0	P6433
0	0	0	P7027
0	0	0	P3767
0	0	1	P3774
0	0	0	P3698
0	0	0	P5050
0	0	0	P5022
0	0	0	P4903
0	0	0	P4907
0	0	0	P6829
0	0	0	P3227
0	0	0	P5536
0	0	0	P2720
0	0	0	P318
0	1	0	P206
0	0	1	P2225
0	1	0	P13
0	0	1	P2192
0	1	0	P11
0	0	0	P261
0	0	0	P262
0	0	0	P3617
0	0	0	P1
0	0	0	P1
0	0	0	P3617
0	0	0	P6054
0	0	0	P6053
0	0	0	P5662
0	0	0	P5663
0	0	0	P5697
0	0	0	P2203
0	3	0	P2319
0	1	0	P597
0	0	0	P2207
0	0	0	P276
0	0	0	P584
0	0	0	P20
0	0	0	P27
0	0	0	P2446
0	0	0	P2134
0	0	0	P2449
0	0	0	P2449
0	0	0	P2261
0	0	0	P35
0	1	0	P2106
0	0	0	P21
0	0	0	P5911
0	0	0	P3581
1	0	0	P5911
0	0	0	P3576
0	0	0	P4918
0	0	0	P4926
0	0	0	P5904
0	0	0	P4920
0	0	0	P4920
0	1	0	P5930
0	0	1	P5929
0	0	0	P5926
0	0	0	P3737
0	0	0	P6022
0	0	0	P5950
0	0	1	P3737
0	1	0	P3717
0	0	0	P5927
0	0	0	P5950
0	0	0	P2405
0	0	0	P3002
0	0	0	P2752
0	0	0	P2671
0	0	0	P2761
0	0	0	P2675
0	0	0	P2755
0	0	0	P2675
0	0	0	P2999
0	0	0	P2762
0	0	0	P3013
0	0	0	P2928
0	0	0	P2783
0	0	0	P2670
0	0	0	P2759
0	0	0	P2939
0	0	0	P2784
0	0	0	P2999
0	1	0	P3000
0	1	0	P4659
0	0	1	P2796
0	0	0	P2706
0	0	0	P2800
0	0	0	P4636
0	0	0	P2800
1	0	0	P2776
0	0	1	P2690
0	0	0	P2717
0	2	0	P2778
0	0	0	P2704
0	0	0	P3609
1	0	0	P3972
0	1	0	P4932
0	0	0	P4932
0	0	0	P3588
0	0	0	P4574
0	0	0	P3598
0	0	0	P2922
0	0	0	P4573
0	1	0	P4943
0	0	0	P4949
0	0	0	P4949
0	0	0	P1313
0	0	0	P5731
1	0	0	P1309
0	2	0	P550
0	0	0	P5751
0	2	0	P5733
1	0	1	P544
0	0	0	P5737
1	0	0	P5733
0	1	0	P5733
0	0	0	P539
1	0	0	P544
0	0	0	P1729
0	0	0	P1074
0	1	0	P1052
0	0	0	P5671
0	3	0	P2729
0	0	0	P2726
0	0	0	P4933
0	0	0	P2745
0	0	0	P3615
0	0	0	P3613
0	0	0	P2726
0	0	0	P2219
0	0	0	P5754
0	0	0	P5766
0	1	0	P2229
0	0	0	P2218
0	0	0	P5755
0	0	0	P5754
0	0	0	P264
0	0	0	P267
0	1	0	P2250
0	0	0	P270
0	0	0	P5578
0	1	0	P5580
0	1	0	P5581
1	0	0	P1130
0	5	0	P1133
1	0	1	P1130
0	0	0	P1123
0	1	0	P1114
0	0	0	P5560
0	0	0	P6123
0	0	0	P6124
0	0	0	P1605
0	0	0	P5566
0	0	0	P6151
0	1	0	P6463
0	0	0	P1085
0	0	0	P5596
0	1	0	P5627
0	0	0	P6183
0	1	0	P5599
1	0	0	P6146
0	0	1	P6141
0	0	0	P5622
0	0	0	P6184
0	0	0	P5627
0	0	0	P1150
0	0	0	P502
0	0	0	P505
0	0	2	P1158
0	0	0	P1150
1	0	0	P1467
0	0	0	P1461
0	1	0	P1002
0	0	0	P1383
0	0	0	P1347
0	0	0	P1324
1	0	0	P960
0	0	0	P1164
0	0	0	P1422
0	1	0	P1166
